# list of object assets to load in this scene
[ASSETS]
mario.txt
brick.txt
iItems.txt

eGoomba.txt
eKoopa.txt
eFirePlant.txt
eBitePlant.txt

platform.txt
#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: See OBJECT_TYPE constants in AssetIDs.h


###Platform & SIMILAR###
40	8	8	8	8	3	999999999	999999999	999999999

#ColorBox...
43	280	280	16	16	3	5	432001	432002	432003	432004	432005	432006	432007	432008	432009
43	248	312	16	16	3	3	431001	431002	431003	431004	431005	431006	431007	431008	431009

43	520	248	16	16	4	7	434001	434002	434003	434004	434005	434006	434007	434008	434009
43	472	280	16	16	4	5	431001	431002	431003	431004	431005	431006	431007	431008	431009
43	408	312	16	16	5	3	433001	433002	433003	433004	433005	433006	433007	433008	433009
43	520	328	16	16	6	2	433001	433002	433003	433004	433005	433006	433007	433008	433009

43	1336	264	16	16	7	6	432001	432002	432003	432004	432005	432006	432007	432008	432009
43	1304	296	16	16	7	4	431001	431002	431003	431004	431005	431006	431007	431008	431009
43	1272	328	16	16	7	2	433001	433002	433003	433004	433005	433006	433007	433008	433009

43	2184	216	16	16	3	9	433001	433002	433003	433004	433005	433006	433007	433008	433009
43	2152	312	16	16	3	3	431001	431002	431003	431004	431005	431006	431007	431008	431009

#CBx-Sky
43	1320	104	16	16	4	2	431001	431002	431003	431004	431005	431006	431007	431008	431009

#Pfm-Sky
40	1416	152	16	16	4	424000	424000	424000
40	1496	136	16	16	13	424000	424000	424000

#Background...
51	48	360
51	80	390

54	144	232

53	344	208

52	168	344
52	184	344
52	200	344

53	664	224

52	680	328
52	696	328
52	712	328
52	728	328
52	744	328
52	760	328

55	760	252

51	856	398
51	888	360
51	904	378
51	936	398
51	952	348
51	984	378

52	1048	328
52	1064	328

53	1192	224

55	1688	224

52	1192	344
52	1208	344
52	1224	344

52	1736	344
52	1752	344
52	1768	344

51	1908	378

53	2344	240

51	2408	296
51	2424	326

56	2750	280

###MARIO###
10	2274	10



###BRICKS & HIDED-STUFF###
#Unseen-Brick...
30	8	344
30	8	328
30	8	312
30	8	296
30	8	280
30	8	264
30	8	248
30	8	232
30	8	216
30	8	200

30	2800	344
30	2800	328
30	2800	312
30	2800	296
30	2800	280
30	2800	264

#DirtBrick...
31	1512	280
31	1528	280

31	1576	344
31	1592	344
31	1608	344
31	1592	328
31	1608	328
31	1608	312

31	1672	344
31	1688	344
31	1704	344
31	1672	328
31	1688	328
31	1672	312

31	2264	248
31	2280	248
31	2264	312
31	2280	312

#GlassBrick...
32	1960	344
32	1976	344
32	1992	344
32	2008	344
32	2024	344
32	2040	344
32	2056	344

32	1976	328
32	1992	328
32	2008	328
32	2024	328
32	2040	328

32	1992	312
32	2008	312
32	2024	312
36	2040	312

32	2104	328
32	2104	344
32	2120	344



###Goomba (All - Enemies)###
11	232	344

15	368	288

14	584	304	2

11	536	344

11	840	328
11	888	328
12	952	328

14	1336	240	3
14	1384	240	3
14	1432	240	3
14	1480	336	2

17	1808	308

15	1872	292

14	2104	296	2



###Platform & SIMILAR 2###
#GreenPipe...
44	360	312	16	16	2	3	440001	440002	440003	440004	440005	440006	440007	440008	440009

44	1800	328	16	16	2	2	440001	440002	440003	440004	440005	440006	440007	440008	440009
44	1864	312	16	16	2	3	440001	440002	440003	440004	440005	440006	440007	440008	440009

35	2272	40	1
44	2264	56	16	16	2	12	440001	440002	440003	440004	440005	440006	440007	440008	440009
44	2264	328	16	16	2	2	440004	440005	440006	440004	440005	440006	440007	440008	440009

44	2328	328	16	16	2	3	440001	440002	440003	440004	440005	440006	440007	440008	440009

#BigDirt (Ground)...
45	8	360	16	16	39	2	450001	450002	450003	450004	450005	450006	450007	450008	450009
45	632	344	16	16	29	3	450001	450002	450003	450004	450005	450006	450007	450008	450009

45	1160	360	16	16	22	2	450001	450002	450003	450004	450005	450006	450007	450008	450009

45	1544	360	16	16	5	2	450001	450002	450003	450004	450005	450006	450007	450008	450009
45	1672	360	16	16	36	2	450001	450002	450003	450004	450005	450006	450007	450008	450009

45	2264	360	16	16	45	2	450001	450002	450003	450004	450005	450006	450007	450008	450009


###COIN (Disappear-able)###
20	1080	264
20	1112	232
20	1144	200
20	1176	168
20	1208	136

20	1336	40
20	1352	40
20	1368	40

20	1480	72
20	1496	72

20	1544	88
20	1560	88
20	1576	88
20	1592	88

20	1624	72
20	1640	72
20	1656	72
20	1672	72

20	1704	104
20	1736	72
20	1768	88
20	1816	56
20	1848	88

23	2750	280

#QuestBrick...
34	184	296
34	200	296

34	232	248
33	248	248

34	424	264

33	664	328

34	712	296

33	1480	312

#1-UpBrick
33	1448	88



#Portal
50	2272	100	2300	110	23

50	0	370	10000	375	22
